Breakdown,2021-06-30 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
researchDevelopment,,,,DRR.AX
effectOfAccountingCharges,,,,DRR.AX
incomeBeforeTax,141647000,78100000,48500000,DRR.AX
minorityInterest,,,,DRR.AX
netIncome,94260000,54500000,33800000,DRR.AX
sellingGeneralAdministrative,237000,237000,237000,DRR.AX
grossProfit,140240000,78900000,49300000,DRR.AX
ebit,140003000,78500000,48900000,DRR.AX
operatingIncome,140003000,78500000,48900000,DRR.AX
otherOperatingExpenses,,,,DRR.AX
interestExpense,-3000,-400000,-400000,DRR.AX
extraordinaryItems,,,,DRR.AX
nonRecurring,,,,DRR.AX
otherItems,,,,DRR.AX
incomeTaxExpense,47387000,23600000,14700000,DRR.AX
totalRevenue,145209000,85700000,56000000,DRR.AX
totalOperatingExpenses,5206000,7200000,7100000,DRR.AX
costOfRevenue,4969000,6800000,6700000,DRR.AX
totalOtherIncomeExpenseNet,1644000,-400000,-400000,DRR.AX
discontinuedOperations,,,,DRR.AX
netIncomeFromContinuingOps,94260000,54500000,33800000,DRR.AX
netIncomeApplicableToCommonShares,94260000,54500000,33800000,DRR.AX
