Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
intangibleAssets,637893.0,199245.0,SHG.AX
totalLiab,345101.0,881855.0,SHG.AX
totalStockholderEquity,5082270.0,-213586.0,SHG.AX
totalAssets,5427371.0,668269.0,SHG.AX
commonStock,9526669.0,500000.0,SHG.AX
retainedEarnings,-5163685.0,-707588.0,SHG.AX
treasuryStock,719286.0,-5998.0,SHG.AX
cash,4135691.0,130552.0,SHG.AX
totalCurrentLiabilities,260560.0,881855.0,SHG.AX
otherStockholderEquity,719286.0,-5998.0,SHG.AX
propertyPlantEquipment,196623.0,27691.0,SHG.AX
totalCurrentAssets,4296991.0,441333.0,SHG.AX
longTermInvestments,295864.0,,SHG.AX
netTangibleAssets,4444377.0,-412831.0,SHG.AX
shortTermInvestments,4531.0,,SHG.AX
netReceivables,147588.0,70391.0,SHG.AX
accountsPayable,50715.0,116002.0,SHG.AX
